"2-s2.0-67649173107",0,181,"All solution roll-to-roll processed polymer solar cells free from indium-tin-oxide and vacuum coating steps"
"2-s2.0-64149084594",0,171,"Three-dimensional nanoscale organization of bulk heterojunction polymer solar cells"
"2-s2.0-70249099848",0,161,"Long vertically aligned titania nanotubes on transparent conducting oxide for highly efficient solar cells"
"2-s2.0-58249102075",0,160,"Solar cell efficiency tables (Version 33)"
"2-s2.0-70350572328",0,158,"On the origin of the open-circuit voltage of polymer-fullerene solar cells"
"2-s2.0-72849106770",0,151,"Large π-aromatic molecules as potential sensitizers for highly efficient dye-sensitized solar cells"
"2-s2.0-64549121548",0,151,"Organic tandem solar cells: A review"
"2-s2.0-69249213906",0,147,"Three-dimensional nanopillar-array photovoltaics on low-cost and flexible substrates"
"2-s2.0-72849123198",0,142,"Recombination in quantum dot sensitized solar cells"
"2-s2.0-66549095723",0,138,"Vertical phase separation in poly(3-hexylthiophene): Fullerene derivative blends and its advantage for inverted structure solar cells"
"2-s2.0-69249123832",0,138,"Vertically-aligned nanostructures of ZnO for excitonic solar cells: A review"
"2-s2.0-70350433044",0,138,"Streamlined microwave-assisted preparation of narrow-bandgap conjugated polymers for high-performance bulk heterojunction solar cells"
"2-s2.0-70349330470",0,138,"The effect of three-dimensional morphology on the efficiency of hybrid polymer solar cells"
"2-s2.0-67949121751",0,137,"Parameters influencing the efficiency of electron injection in dye-sensitized solar cells"
"2-s2.0-67649297600",0,132,"Mesoporous anatase TiO beads with high surface areas and controllable pore sizes: A superior candidate for high-performance dye-sensitized solar cells"
"2-s2.0-70349094073",0,130,"Design of plasmonic thin-film solar cells with broadband absorption enhancements"
"2-s2.0-67649519719",0,130,"Tunable light trapping for solar cells using localized surface plasmons"
"2-s2.0-58349088745",0,129,"On pinning synchronization of complex dynamical networks"
"2-s2.0-67650119171",0,129,"Solar cell efficiency tables (version 34)"
"2-s2.0-67649159505",0,128,"The energy of charge-transfer states in electron donor-acceptor blends: insight into the energy losses in organic solar cells"
"2-s2.0-84889452940",0,123,"Handbook of Nitride Semiconductors and Devices"
"2-s2.0-72849108485",0,122,"Molecular understanding of organic solar cells: The challenges"
"2-s2.0-70349270760",0,122,"Triarylamine: A promising core unit for efficient photovoltaic materials"
"2-s2.0-70450206853",0,122,"CoS supersedes Pt as efficient electrocatalyst for triiodide reduction in dye-sensitized solar cells"
"2-s2.0-66749163106",0,122,"Molecular designs and syntheses of organic dyes for dye-sensitized solar cells"
"2-s2.0-70350001854",0,121,"Electron lifetime in dye-sensitized solar cells: Theory and interpretation of measurements"
"2-s2.0-68949141593",0,118,"531 nm Green lasing of ingan based laser diodes on semi-polar {202̄1} free-standing gan substrates"
"2-s2.0-66149129171",0,116,"The role of processing in the fabrication and optimization of plastic solar cells"
"2-s2.0-71949108604",0,116,"Efficient CdSe quantum dot-sensitized solar cells prepared by an improved successive ionic layer adsorption and reaction process"
"2-s2.0-58949103830",0,112,"Development of CZTS-based thin film solar cells"
"2-s2.0-70350484189",0,111,"""Plastic"" solar cells: Self-assembly of bulk heterojunction nanomaterials by spontaneous phase separation"
"2-s2.0-70349629978",0,109,"Development of new conjugated polymers with donor-π-bridge-acceptor side chains for high performance solar cells"
"2-s2.0-68049128985",0,109,"Increased light harvesting in dye-sensitized solar cells with energy relay dyes"
"2-s2.0-69549103024",0,109,"Bandgap and molecular level control of the low-bandgap polymers based on 3,6-dithiophen-2-yl-2,5-dihydropyrrolo[3,4-c]pyrrole-1,4-dione toward highly efficient polymer solar cells"
"2-s2.0-84878507882",0,107,"Efficient dye-sensitized solar cells with catalytic multiwall carbon nanotube counter electrodes"
"2-s2.0-69949132913",0,107,"PbS and CdS quantum dot-sensitized solid-state solar cells: ""Old concepts, new results"""
"2-s2.0-62549166701",0,106,"A low band gap, solution processable oligothiophene with a dialkylated diketopyrrolopyrrole chromophore for use in bulk heterojunction solar cells"
"2-s2.0-65249160760",0,105,"Silicon nanowire-based solar cells on glass: Synthesis, optical properties, and cell parameters"
"2-s2.0-72849147122",0,102,"Kinetic and energetic paradigms for dyesensitized solar cells: Moving from the ideal to the real"
"2-s2.0-64549089541",0,102,"Materials availability expands the opportunity for large-scale photovoltaics deployment"
"2-s2.0-67650711664",0,100,"When group-III nitrides go infrared: New properties and perspectives"
"2-s2.0-70249116355",0,98,"A round robin study of flexible large-area roll-to-roll processed polymer solar cell modules"
"2-s2.0-67749095986",0,97,"Electron transport and recombination in solid-state dye solar cell with spiro-OMeTAD as hole conductor"
"2-s2.0-66549122389",0,97,"Bimolecular crystals of fullerenes in conjugated polymers and the implications of molecular mixing for solar cells"
"2-s2.0-67651162158",0,97,"Improving the performance of colloidal quantum-dot-sensitized solar cells"
"2-s2.0-67649866102",0,94,"A flexible carbon counter electrode for dye-sensitized solar cells"
"2-s2.0-64549145094",0,93,"Detecting the overlapping and hierarchical community structure in complex networks"
"2-s2.0-60849123909",0,92,"Metal oxides for dye-sensitized solar cells"
"2-s2.0-67649404585",0,92,"Roll-to-roll fabrication of monolithic large-area polymer solar cells free from indium-tin-oxide"
"2-s2.0-69249100905",0,91,"Interfacial nanostructuring on the performance of polymer/TiO2 nanorod bulk heterojunction solar cells"
"2-s2.0-58149193234",0,91,"STRING 8 - A global view on proteins and their functional interactions in 630 organisms"
"2-s2.0-69249220100",0,90,"GaN HEMT reliability"
"2-s2.0-67949092890",0,89,"510-515nm InGaN-Based green laser diodes on c-plane gan substrate"
"2-s2.0-62149151392",0,88,"Material solubility-photovoltaic performance relationship in the design of novel fullerene derivatives for bulk heterojunction solar cells"
"2-s2.0-62549114943",0,87,"Highly efficient nanoporous TiO-polythiophene hybrid solar cells based on interfacial modification using a metal-free organic dye"
"2-s2.0-69049098119",0,87,"Synthesis of Cu2ZnSnS4 nanocrystal ink and its use for solar cells"
"2-s2.0-60849133342",0,87,"Novel zinc porphyrin sensitizers for dye-sensitized solar cells: Synthesis and spectral, electrochemical, and photovoltaic properties"
"2-s2.0-66449111861",0,86,"Coaxial group iii-nitride nanowire photovoltaics"
"2-s2.0-64249101572",0,86,"X-ray diffraction of III-nitrides"
"2-s2.0-69849100694",0,86,"Synthesis and photovoltaic properties of diketopyrrolopyrrole-based donor-acceptor copolymers"
"2-s2.0-63849287746",0,85,"Time-dependent morphology ewolution by annealing processes on polymer:Fullerene blend solar cells"
"2-s2.0-67749140118",0,85,"Scale-free networks: A decade and beyond"
"2-s2.0-60749118125",0,85,"Nonpolar m-plane InGaN multiple quantum well laser diodes with a lasing wavelength of 499.8 nm"
"2-s2.0-69949128981",0,85,"New paradigm in molecular engineering of sensitizers for solar cell applications"
"2-s2.0-68149111089",0,83,"Water-induced degradation of polymer solar cells studied by H O labeling"
"2-s2.0-71849110874",0,82,"Efficient polymer solar cells with thin active layers based on alternating polyfluorene copolymer/fullerene bulk heterojunctions"
"2-s2.0-66549117986",0,81,"A high-mobility low-bandgap poly(2,7-carbazole) derivative for photovoltaic applications"
"2-s2.0-58149529431",0,81,"The influence of charge transport and recombination on the performance of dye-sensitized solar cells"
"2-s2.0-61649104799",0,81,"Electron injection efficiency and diffusion length in dye-sensitized solar cells derived from incident photon conversion efficiency measurements"
"2-s2.0-70349764555",0,81,"Formation of highly efficient dye-sensitized solar cells by hierarchical pore generation with nanoporous TiOspheres"
"2-s2.0-68149124873",0,80,"Structure/function relationships in dyes for solar energy conversion: a two-atom change in dye structure and the mechanism for its effect on cell voltage"
"2-s2.0-60349107985",0,80,"InGaN/GaN multiple quantum well solar cells with long operating wavelengths"
"2-s2.0-67650089115",0,79,"Regenerative PbS and CdS quantum dot sensitized solar cells with a cobalt complex as hole mediator"
"2-s2.0-60749123439",0,79,"A light-resistant organic sensitizer for solar-cell applications"
"2-s2.0-65549091109",0,78,"Electron transport in dye-sensitized solar cells based on zno nanotubes: Evidence for highly efficient charge collection and exceptionally rapid dynamics"
"2-s2.0-68249122895",0,77,"Pore-filling of spiro-OMeTAD in solid-state dye sensitized solar cells: quantification, mechanism, and consequences for device performance"
"2-s2.0-63049112397",0,77,"Core/CdS quantum dot/shell mesoporous solar cells with improved stability and efficiency using an amorphous TiO2 coating"
"2-s2.0-65549111425",0,77,"Dye-sensitized solar cells based on organic sensitizers with different conjugated linkers: Furan, bifuran, thiophene, bithiophene, selenophene, and biselenophene"
"2-s2.0-58149377526",0,77,"Electrodeposition of inorganic/organic hybrid thin films"
"2-s2.0-67349239081",0,75,"A review and analysis of electrical percolation in carbon nanotube polymer composites"
"2-s2.0-71049179498",0,75,"Improved red-response in thin film a-Si:H solar cells with soft-imprinted plasmonic back reflectors"
"2-s2.0-69849108014",0,74,"Nanowire-Based All-Oxide Solar Cells"
"2-s2.0-71849108522",0,74,"Community detection algorithms: A comparative analysis"
"2-s2.0-58549109182",0,72,"Controlled electron injection and transport at materials interfaces in dye sensitized solar cells"
"2-s2.0-68949114214",0,71,"Sulfide nanocrystal inks for dense Cu(In 1-xGa x)(S 1-ySe y) 2 absorber films and their photovoltaic performance"
"2-s2.0-69249210915",0,71,"Selective positioning of organic dyes in a mesoporous inorganic oxide film"
"2-s2.0-61649114519",0,71,"GaAs core-shell nanowires for photovoltaic applications"
"2-s2.0-72849107579",0,70,"PbSe Nanocrystal Excitonic Solar Cells"
"2-s2.0-69249085282",0,70,"Near-infrared quantum cutting for photovoltaics"
"2-s2.0-68149142267",0,70,"Application of mesoporous carbon to counter electrode for dye-sensitized solar cells"
"2-s2.0-66749171737",0,70,"High open-circuit voltage solid-state dye-sensitized solar cells with organic dye"
"2-s2.0-69849089757",0,69,"Synthesis of Cu2ZnSnS4 nanocrystals for use in low-cost photovoltaics"
"2-s2.0-66449126792",0,69,"Low-Temperature solution processing of graphene-carbon nanotube hybrid materials for high-performance transparent conductors"
"2-s2.0-65249133615",0,69,"Photovoltaic devices employing ternary PbS Se  nanocrystals"
"2-s2.0-59349084720",0,69,"Role of tungsten oxide in inverted polymer solar cells"
"2-s2.0-67149095150",0,68,"Recent advances In the use of TiOnanotube and nanowire arrays for oxidative photoelectrochemistry"
"2-s2.0-62149121779",0,68,"Tuning the energy level of organic sensitizers for high-performance dye-sensitized solar cells"
"2-s2.0-62349115469",0,68,"Conveniently synthesized isophorone dyes for high efficiency dye-sensitized solar cells: Tuning photovoltaic performance by structural modification of donor group in donor-π-acceptor system"
"2-s2.0-66549096443",0,67,"Twenty-two percent efficiency HIT solar cell"
"2-s2.0-75549090213",0,67,"KEGG for representation and analysis of molecular networks involving diseases and drugs"
"2-s2.0-71949096399",0,66,"Visible to near-infrared light harvesting in TiO nanotube array-P3HT based heterojunction solar cells"
"2-s2.0-67651213673",0,65,"Solvent-free ionic liquid electrolytes for mesoscopic dye-sensitized solar cells"
"2-s2.0-69049093843",0,64,"Electroluminescence from charge transfer states in polymer solar cells"
"2-s2.0-73249152793",0,63,"Solar cells based on junctions between colloidal Pbse nanocrystals and thin ZnO films"
"2-s2.0-65249126366",0,63,"Fabrication of highly-ordered TiOnanotube arrays and their use in dye-sensitized solar cells"
"2-s2.0-67651214111",0,63,"Quantum dot sensitized solar cells. A tale of two semiconductor nanocrystals: CdSe and CdTe"
"2-s2.0-59649086022",0,63,"Organic dyes containing furan moiety for high-performance dye-sensitized solar cells"
"2-s2.0-67049159703",0,63,"Infrared photovoltaics made by solution processing"
"2-s2.0-68749110883",0,63,"Origin of the efficient polaron-pair dissociation in polymer-fullerene blends"
"2-s2.0-67449114205",0,63,"Photovoltage improvement for dye-sensitized solar cells via cone-shaped structural design"
"2-s2.0-58549091849",0,62,"Enhancing solar cell efficiencies through 1-D nanostructures"
"2-s2.0-58949083682",0,62,"CuZnSnSthin film solar cells from electroplated precursors: Novel low-cost perspective"
"2-s2.0-67349170443",0,62,"Characteristics of vapor-liquid-solid grown silicon nanowire solar cells"
"2-s2.0-68349146359",0,61,"Absorption enhancement using photonic crystals for silicon thin film solar cells"
"2-s2.0-70349971174",0,61,"Morphology control in solution-processed bulk-heterojunction solar cell mixtures"
"2-s2.0-70349105024",0,61,"Continuous-wave operation of 520 nm green InGaN-based laser diodes on semi-polar {202̄1} GaN substrates"
"2-s2.0-68149123900",0,61,"New insights into dye-sensitized solar cells with polymer electrolytes"
"2-s2.0-64549124339",0,61,"Recombination-limited photocurrents in low bandgap polymer/fullerene solar cells"
"2-s2.0-72849135300",0,60,"Critical interfaces in organic solar cells and their influence on the open-circuit voltage"
"2-s2.0-58349113908",0,60,"Open circuit voltage enhancement due to reduced dark current in small molecule photovoltaic cells"
"2-s2.0-60449105112",0,60,"Longterm stability of efficient inverted P3HT:PCBM solar cells"
"2-s2.0-67649413034",0,60,"Solar cells from colloidal nanocrystals: Fundamentals, materials, devices, and economics"
"2-s2.0-70349491065",0,59,"Electron trapping in higher adduct fullerene-based solar cells"
"2-s2.0-61649087010",0,59,"Hybrid solar cells from P3HT and silicon nanocrystals"
"2-s2.0-69349093634",0,59,"Solution-based synthesis and characterization of Cu2ZnSnS 4 nanocrystals"
"2-s2.0-72149085467",0,58,"Reappraising the need for bulk heterojunctions in polymer-fullerene photovoltaics: The role of carrier transport in all-solution-processed P3HT/PCBM bilayer solar cells"
"2-s2.0-66749188282",0,57,"Nonpolar and semipolar Group III nitride-based materials"
"2-s2.0-67651121622",0,57,"Fabrication of a high-brightness blue-light-emitting diode using a ZnO-Nanowire array grown on p-GaN thin film"
"2-s2.0-67349219606",0,57,"Improved efficiency of TiO2 nanotubes in dye sensitized solar cells by decoration with TiO2 nanoparticles"
"2-s2.0-57649238234",0,56,"Single nanowire photovoltaics"
"2-s2.0-60449108889",0,56,"Reel-to-reel wet coating as an efficient up-scaling technique for the production of bulk-heterojunction polymer solar cells"
"2-s2.0-57749115893",0,55,"An efficient and low-cost TiOcompact layer for performance improvement of dye-sensitized solar cells"
"2-s2.0-61949457586",0,55,"Phase diagram of P3HT/PCBM blends and its implication for the stability of morphology"
"2-s2.0-68249117069",0,55,"Three-dimensional bulk heterojunction morphology for achieving high internal quantum efficiency in polymer solar cells"
"2-s2.0-65249170941",0,55,"Large-scale, noncurling, and free-standing crystallized TiO nanotube arrays for dye-sensitized solar cells"
"2-s2.0-62349122696",0,55,"BODIPY derivatives as donor materials for bulk heterojunction solar cells"
"2-s2.0-64749115998",0,55,"Sb2S3-sensitized nanoporous TiO2 solar cells"
"2-s2.0-63649150389",0,55,"Novel NIR-absorbing conjugated polymers for efficient polymer solar cells: Effect of alkyl chain length on device performance"
"2-s2.0-66849128262",0,54,"Enhancement of optical absorption in thin-film solar cells through the excitation of higher-order nanoparticle plasmon modes"
"2-s2.0-69549105677",0,54,"Indium tin oxide-free semi-transparent inverted polymer solar cells using conducting polymer as both bottom and top electrodes"
"2-s2.0-68349150670",0,54,"Designing periodic arrays of metal nanoparticles for light-trapping applications in solar cells"
"2-s2.0-67249135684",0,54,"Dipole induced anomalous S-shape I-V curves in polymer solar cells"
"2-s2.0-84912057909",0,54,"Rhythms of the Brain"
"2-s2.0-66149152097",0,54,"Donor-acceptor poly(thiophene-block-perylene diimide) copolymers: Synthesis and solar cell fabrication"
"2-s2.0-69949124345",0,54,"Molecular design of unsymmetrical squaraine dyes for high efficiency conversion of low energy photons into electrons using TiOnanocrystalline films"
"2-s2.0-70449127419",0,53,"Optical fiber/nanowire hybrid structures for efficient three-dimensional dye-sensitized solar cells"
"2-s2.0-67650359999",0,52,"Donor polymers containing benzothiadiazole and four thiophene rings in their repeating units with improved photovoltaic performance"
"2-s2.0-71949126595",0,52,"Tuning the properties of polymer bulk heterojunction solar cells by adjusting fullerene size to control intercalation"
"2-s2.0-70349782260",0,52,"A p-type NiO-based dye-sensitized solar cell with an open-circuit voltage of 0.35 v"
"2-s2.0-65549120438",0,52,"Fast-grown interpenetrating network in poly(3-hexylthiophene): Methanofullerenes solar cells processed with additive"
"2-s2.0-67650560188",0,52,"Distance dependence of plasmon-enhanced photocurrent in dye-sensitized solar cells"
"2-s2.0-70350090681",0,52,"Plasmonic absorption enhancement in organic solar cells with thin active layers"
"2-s2.0-68949117768",0,51,"Morphological device model for organic bulk heterojunction solar cells"
"2-s2.0-65549146954",0,51,"CdTe quantum dots-sensitized TiOnanotube array photoelectrodes"
"2-s2.0-67649240019",0,50,"Charge generation and photovoltaic operation of solid-state dye-sensitized solar cells incorporating a high extinction coefficient indolene-based sensitizer"
"2-s2.0-67649403129",0,50,"Applications of carbon materials in photovoltaic solar cells"
"2-s2.0-69549112758",0,50,"Facile electropolymerized-PANI as counter electrode for low cost dye-sensitized solar cell"
"2-s2.0-67349278199",0,50,"Highly efficient CdSe quantum-dot-sensitized TiOphotoelectrodes for solar cell applications"
"2-s2.0-67651211404",0,50,"Energy level alignment in CdS quantum dot sensitized solar cells using molecular dipoles"
"2-s2.0-68149181249",0,50,"Highly efficient organic solar cells based on a poly(2,7-carbazole) derivative"
"2-s2.0-58249113825",0,50,"Very high efficiency solar cell modules"
"2-s2.0-64549119110",0,50,"Dye-sensitized solar cells based on low cost nanoscale carbon/TiOcomposite counter electrode"
"2-s2.0-67649954759",0,50,"Surface plasmon enhancement of optical absorption in thin-film silicon solar cells"
"2-s2.0-70449586906",0,50,"A comparison of different methods to determine the electron diffusion length in dye-sensitized solar cells"
"2-s2.0-65749085084",0,50,"Bulk ammonothermal GaN"
"2-s2.0-58949102905",0,49,"Growth and Raman scattering characterization of Cu2ZnSnS4 thin films"
"2-s2.0-67650504960",0,49,"Advantages of blue InGaN multiple-quantum well light-emitting diodes with InGaN barriers"
"2-s2.0-63049103117",0,49,"Effect of anchoring group on electron injection and recombination dynamics in organic dye-sensitized solar cells"
"2-s2.0-70449396678",0,49,"Highly ordered TiN nanotube arrays as counter electrodes for dye-sensitized solar cells"
"2-s2.0-63349111144",0,49,"Improved Ti-mask selective-area growth (SAG) by rf-plasma-assisted molecular beam epitaxy demonstrating extremely uniform GaN nanocolumn arrays"
"2-s2.0-72449141547",0,49,"Benzothiadiazole-based linear and star molecules: Design, synthesis, and their application in bulk heterojunction organic solar cells"
"2-s2.0-67649126477",0,49,"Effect of electron blocking layer on efficiency droop in InGaN/GaN multiple quantum well light-emitting diodes"
"2-s2.0-67349205722",0,49,"TiOnanotubes in dye-sensitized solar cells: Critical factors for the conversion efficiency"
"2-s2.0-64549119122",0,48,"Employ a bisthienothiophene linker to construct an organic chromophore for efficient and stable dye-sensitized solar cells"
"2-s2.0-61349183692",0,48,"500 nm electrically driven InGaN based laser diodes"
"2-s2.0-73149106603",0,48,"Lanthanide ions as spectral converters for solar cells"
"2-s2.0-72449186538",0,48,"Two Novel Carbazole Dyes for Dye-Sensitized Solar Cells with Open-Circuit Voltages up to 1 v Based on Br/Br Electrolytes"
"2-s2.0-63049116730",0,48,"Internal quantum efficiency and nonradiative recombination coefficient of GaInN/GaN multiple quantum wells with different dislocation densities"
"2-s2.0-67650470256",0,48,"Titanium suboxide as an optical spacer in polymer solar cells"
"2-s2.0-70350064113",0,48,"An inverted organic solar cell with an ultrathin Ca electron-transporting layer andhole-transporting layer"
"2-s2.0-68249104161",0,48,"Photovoltaics based on hybridization of effective dye-sensitized titanium oxide and hole-conductive polymer P3HT"
"2-s2.0-60449118884",0,48,"Porous one-dimensional photonic crystals improve the power-conversion efficiency of dye-sensitized solar cells"
"2-s2.0-67649158948",0,47,"Efficient semitransparent inverted organic solar cells with indium tin oxide top electrode"
"2-s2.0-73849104691",0,47,"Charge transport characteristics of high efficiency dye-sensitized solar cells based on electrospun TiO nanorod photoelectrodes"
"2-s2.0-57449121558",0,47,"Rhodanine dyes for dye-sensitized solar cells: Spectroscopy, energy levels and photovoltaic performance"
"2-s2.0-67650373488",0,47,"Photonic crystal geometry for organic solar cells"
"2-s2.0-66749118467",0,47,"A metal-free ""black dye"" for panchromatic dye-sensitized solar cells†"
"2-s2.0-67349234100",0,47,"Enhancing the performance of solar cells via luminescent down-shifting of the incident spectrum: A review"
"2-s2.0-65549161492",0,46,"The path to 25% silicon solar cell efficiency: History of silicon cell evolution"
"2-s2.0-67650732395",0,46,"Solution-processed vanadium oxide as an anode interlayer for inverted polymer solar cells hybridized with ZnO nanorods"
"2-s2.0-57649177558",0,46,"Age-related changes in modular organization of human brain functional networks"
"2-s2.0-67349107480",0,46,"Improving light absorption in organic solar cells by plasmonic contribution"
"2-s2.0-57749168830",0,46,"Chemical bath deposition of CdS quantum dots on vertically aligned ZnO nanorods for quantum dots-sensitized solar cells"
"2-s2.0-65749093841",0,46,"Bulk GaN crystals grown by HVPE"
"2-s2.0-63049109634",0,45,"Transient photovoltaic behavior of air-stable, inverted organic solar cells with solution-processed electron transport layer"
"2-s2.0-67649581052",0,45,"Structure identification of uncertain general complex dynamical networks with time delay"
"2-s2.0-68549133386",0,45,"Performance enhancement and limitations of cobalt bipyridyl redox shuttles in dye-sensitized solar cells"
"2-s2.0-67649639367",0,45,"Estimating the manufacturing cost of purely organic solar cells"
"2-s2.0-70350716161",0,45,"Improvement of the light-harvesting efficiency in polymer/fullerene bulk heterojunction solar cells by interfacial dye modification"
"2-s2.0-67349198596",0,45,"Degradation analysis of dye-sensitized solar cell module after long-term stability test under outdoor working condition"
"2-s2.0-65549158131",0,45,"High efficiency polymer solar cells with vertically modulated nanoscale morphology"
"2-s2.0-72649097025",0,44,"Towards optimization of materials for dye-sensitized solar cells"
"2-s2.0-65649122709",0,44,"Thin-film solar cells"
"2-s2.0-60749135665",0,44,"Enhanced light extraction efficiency of GaN-based light-emitting diodes with ZnO nanorod arrays grown using aqueous solution"
"2-s2.0-67651098786",0,44,"Thiophene/Phenylene/Thiophene-based low-bandgap conjugated polymers for efficient near-infrared photovoltaic applications"
"2-s2.0-58149498668",0,44,"Integrated dye-sensitized solar cell module with conversion efficiency of 8.2%"
"2-s2.0-59649111844",0,44,"A high-performance counter electrode based on poly(3,4-alkylenedioxythiophene) for dye-sensitized solar cells"
"2-s2.0-68149167589",0,44,"Synthesis, characterization, and devices of a series of alternating copolymers for solar cells"
"2-s2.0-61649093298",0,44,"Design and characterization of novel porphyrins with oligo(phenylethylnyl) links of varied length for dye-sensitized solar cells: Synthesis and optical, electrochemical, and photovoltaic investigation"
"2-s2.0-65549107461",0,44,"High-performance and low platinum loading Pt/Carbon black counter electrode for dye-sensitized solar cells"
"2-s2.0-65049090160",0,44,"Novel decentralized adaptive strategies for the synchronization of complex networks"
"2-s2.0-70349653372",0,44,"Efficient black silicon solar cell with a density-graded nanoporous surface: Optical properties, performance limitations, and design rules"
"2-s2.0-61649086441",0,43,"Ultrafast studies of charge generation in PCBM: P3HT blend films following excitation of the fullerene PCBM"
"2-s2.0-67049145808",0,43,"Enhanced harvesting of red photons in nanowire solar cells: Evidence of resonance energy transfer"
"2-s2.0-67650651974",0,43,"A simple and effective way of achieving highly efficient and thermally stable bulk-heterojunction polymer solar cells using amorphous fullerene derivatives as electron acceptor"
"2-s2.0-58949085484",0,43,"Synthesis and characterization of CuZnSnSabsorber layers by an electrodeposition-annealing route"
"2-s2.0-68249143041",0,43,"Characteristics of InAs/GaNAs strain-compensated quantum dot solar cell"
"2-s2.0-69249171134",0,43,"Demonstration of nonpolar a -plane InGaN/GaN light emitting diode on r -plane sapphire substrate"
"2-s2.0-67349100501",0,43,"Localized damage in AlGaN/GaN HEMTs induced by reverse-bias testing"
"2-s2.0-67650076967",0,43,"Large anisotropic adatom kinetics on nonpolar GaN surfaces: Consequences for surface morphologies and nanowire growth"
"2-s2.0-68149172913",0,43,"Well-defined donor-acceptor rod-coil diblock copolymers based on P3HT containing C: The morphology and role as a surfactant in bulk-heterojunction solar cells"
"2-s2.0-68949088280",0,43,"A bicontinuous double gyroid hybrid solar cell"
"2-s2.0-68749109380",0,43,"An extremely high molar extinction coefficient ruthenium sensitizer in dye-sensitized solar cells: The effects of π-conjugation extension"
"2-s2.0-62549118231",0,43,"CuZnSnSthin film solar cells prepared by non-vacuum processing"
"2-s2.0-70350055054",0,42,"Zinc-doping in TiO films to enhance electron transport in dye-sensitized solar cells under low-intensity illumination"
"2-s2.0-70249089644",0,42,"Origin of reduced polaron recombination in organic semiconductor devices"
"2-s2.0-73649145514",0,42,"Optimization of back reflector for high efficiency hydrogenated nanocrystalline silicon solar cells"
"2-s2.0-60449110285",0,42,"Inverted and transparent polymer solar cells prepared with vacuum-free processing"
"2-s2.0-60749091244",0,42,"High-performance dye-sensitized solar cell with a multiple dye system"
"2-s2.0-70349925688",0,42,"Relation between photoactive layer thickness, 3D morphology, and device performance in P3HT/PCBM bulk-heterojunction solar cells"
"2-s2.0-67649185265",0,42,"Improving performance of organic solar cells using amorphous tungsten oxides as an interfacial buffer layer on transparent anodes"
"2-s2.0-70349911451",0,42,"Tuning of phenoxazine chromophores for efficient organic dye-sensitized solar cells"
"2-s2.0-62649165342",0,42,"Pinning synchronization of the complex networks with non-delayed and delayed coupling"
"2-s2.0-68249130465",0,41,"Room-temperature red emission from a p-type/europium-doped/n-type gallium nitride light-emitting diode under current injection"
"2-s2.0-60449110481",0,41,"Large-area organic photovoltaic module-Fabrication and performance"
"2-s2.0-72949109986",0,41,"Panchromatic response in solid-state dye-sensitized solar cells containing phosphorescent energy relay dyes"
