"2-s2.0-84867050822",0,270,"Small molecules based on benzo[1,2-b:4,5-b′]dithiophene unit for high-performance solution-processed organic solar cells"
"2-s2.0-84863713695",0,254,"Non-basic high-performance molecules for solution-processed organic solar cells"
"2-s2.0-84864236255",0,250,"Inverted polymer solar cells with 8.4% efficiency by conjugated polyelectrolyte"
"2-s2.0-84859519519",0,249,"Co-evaporated CuZnSnSefilms and devices"
"2-s2.0-84865153744",0,245,"Materials interface engineering for solution-processed photovoltaics"
"2-s2.0-84862517956",0,239,"Systematic investigation of benzodithiophene- and diketopyrrolopyrrole- based low-bandgap polymers designed for single junction and tandem polymer solar cells"
"2-s2.0-84856745518",0,221,"A cobalt complex redox shuttle for dye-sensitized solar cells with high open-circuit potentials"
"2-s2.0-84863515237",0,220,"In situ growth of CoSe and NiSe on conductive substrates as high-performance counter electrodes for dye-sensitized solar cells"
"2-s2.0-84859118429",0,198,"Light trapping in solar cells: Can periodic beat random?"
"2-s2.0-84864480627",0,176,"Solar cell efficiency tables (version 40)"
"2-s2.0-84862739175",0,172,"Improving the ordering and photovoltaic properties by extending π-conjugated area of electron-donating units in polymers with D-A structure"
"2-s2.0-84863337960",0,168,"High-performance inverted polymer solar cells with solution-processed titanium chelate as electron-collecting layer on ITO electrode"
"2-s2.0-84862580637",0,162,"A high efficiency electrodeposited Cu ZnSnS  solar cell"
"2-s2.0-84858385792",0,161,"Significant improvement of dye-sensitized solar cell performance by small structural modification in π-conjugated donor-acceptor dyes"
"2-s2.0-84855310625",0,161,"Device characteristics of a 10.1% hydrazine-processed Cu ZnSn(Se,S)  solar cell"
"2-s2.0-84869094983",0,155,"An 18.2%-efficient black-silicon solar cell achieved through control of carrier recombination in nanostructures"
"2-s2.0-84861748072",0,154,"GaN based nanorods for solid state lighting"
"2-s2.0-84856496205",0,150,"Side-chain tunability of furan-containing low-band-gap polymers provides control of structural order in efficient solar cells"
"2-s2.0-84859812688",0,150,"Recent developments in molecule-based organic materials for dye-sensitized solar cells"
"2-s2.0-84855180808",0,149,"Solar cells with one-day energy payback for the factories of the future"
"2-s2.0-84871543855",0,148,"Prominent short-circuit currents of fluorinated quinoxaline-based copolymer solar cells with a power conversion efficiency of 8.0%"
"2-s2.0-84857786555",0,140,"Solution processable rhodanine-based small molecule organic photovoltaic cells with a power conversion efficiency of 6.1%"
"2-s2.0-84864232918",0,139,"Morphology characterization in organic and hybrid solar cells"
"2-s2.0-84866365292",0,139,"Fluorinated copolymer PCPDTBT with enhanced open-circuit voltage and reduced recombination for highly efficient polymer solar cells"
"2-s2.0-84864191010",0,139,"High-conversion-efficiency organic dye-sensitized solar cells: Molecular engineering on D-A-π-A featured organic indoline dyes"
"2-s2.0-84865266413",0,136,"Strong internal and external luminescence as solar cells approach the Shockley-Queisser limit"
"2-s2.0-84862295484",0,135,"Hybrid silicon nanocone-polymer solar cells"
"2-s2.0-84856736189",0,133,"Oriented hierarchical single crystalline anatase TiO 2 nanowire arrays on Ti-foil substrate for efficient flexible dye-sensitized solar cells"
"2-s2.0-84863103055",0,133,"High efficiency polymer solar cells based on poly(3-hexylthiophene)/indene- C bisadduct with solvent additive"
"2-s2.0-84855661513",0,131,"Fullerene crystallisation as a key driver of charge separation in polymer/fullerene bulk heterojunction solar cells"
"2-s2.0-84858165658",0,131,"Absorption enhancement in ultrathin crystalline silicon solar cells with antireflection and light-trapping nanocone gratings"
"2-s2.0-84857729602",0,131,"Diketopyrrolopyrrole (DPP)-based materials for organic photovoltaics"
"2-s2.0-84860763046",0,130,"Recent development of push-pull conjugated polymers for bulk-heterojunction photovoltaics: Rational design and fine tailoring of molecular structures"
"2-s2.0-84861816093",0,129,"ZnO-based dye-sensitized solar cells"
"2-s2.0-84865629739",0,128,"Organic-inorganic hybrid solar cells: A comparative review"
"2-s2.0-84867090178",0,128,"Metal oxide nanoparticles as an electron-transport layer in high-performance and stable inverted polymer solar cells"
"2-s2.0-84864623057",0,127,"Plasmonic light trapping in thin-film silicon solar cells with improved self-assembled silver nanoparticles"
"2-s2.0-82355169516",0,123,"Review: Dye sensitized solar cells based on natural photosensitizers"
"2-s2.0-84862297466",0,123,"High efficiency graphene solar cells by chemical doping"
"2-s2.0-84861795573",0,123,"A review of GaN on SiC high electron-mobility power transistors and MMICs"
"2-s2.0-84868027450",0,122,"High-efficiency silicon heterojunction solar cells: A review"
"2-s2.0-84870872663",0,121,"From binary to ternary solvent: Morphology fine-tuning of D/A blends in PDPP3T-based polymer solar cells"
"2-s2.0-84864479998",0,120,"Kesterites-a challenging material for solar cells"
"2-s2.0-84857923174",0,119,"Understanding intermediate-band solar cells"
"2-s2.0-84864272467",0,116,"Graphene as a counter electrode material for dye-sensitized solar cells"
"2-s2.0-84857704834",0,115,"Broadband omnidirectional antireflection coating based on subwavelength surface Mie resonators"
"2-s2.0-84865444448",0,112,"Enhancing the photocurrent in diketopyrrolopyrrole-based polymer solar cells via energy level control"
"2-s2.0-84255194232",0,111,"Networks formed from interdependent networks"
"2-s2.0-84872876824",0,111,"Photophysical and electrochemical properties, and molecular structures of organic dyes for dye-sensitized solar cells"
"2-s2.0-84861139114",0,111,"Effects of the morphology of a ZnO buffer layer on the photovoltaic performance of inverted polymer solar cells"
"2-s2.0-84870939570",0,110,"Improved charge transport and absorption coefficient in indacenodithieno[3,2-b]thiophene-based ladder-type polymer leading to highly efficient polymer solar cells"
"2-s2.0-84865587568",0,109,"Visibly transparent polymer solar cells produced by solution processing"
"2-s2.0-84860381454",0,109,"Low band gap liquid-processed CZTSe solar cell with 10.1% efficiency"
"2-s2.0-84863712141",0,109,"Boosting the efficiency of quantum dot sensitized solar cells through modulation of interfacial charge transfer"
"2-s2.0-84859604484",0,108,"Functional fullerenes for organic photovoltaics"
"2-s2.0-84860354803",0,108,"Enveloping porphyrins for efficient dye-sensitized solar cells"
"2-s2.0-84869997693",0,107,"Nitrogen-doped graphene foams as metal-free counter electrodes in high-performance dye-sensitized solar cells"
"2-s2.0-84866699553",0,106,"High-efficiency solution-processed CuZnSn(S,Se)thin-film solar cells prepared from binary and ternary nanoparticles"
"2-s2.0-84860324032",0,106,"Solution processed polymer tandem solar cell using efficient small and wide bandgap polymer: Fullerene blends"
"2-s2.0-84856261339",0,104,"Plasmonic light trapping in thin-film Si solar cells"
"2-s2.0-84859116656",0,104,"Hexylthiophene-featured D-A-π-a structural indoline chromophores for coadsorbent-free and panchromatic dye-sensitized solar cells"
"2-s2.0-84864557961",0,103,"Review on dye-sensitized solar cells (DSSCs): Fundamental concepts and novel materials"
"2-s2.0-84862902263",0,103,"InAlN/AlN/GaN HEMTs with regrown ohmic contacts and fof 370 GHz"
"2-s2.0-84855168275",0,101,"High-performance quantum dot-sensitized solar cells based on sensitization with CuInS  quantum dots/CdS heterostructure"
"2-s2.0-84867496876",0,101,"Transition metal oxides for organic electronics: Energetics, device physics and applications"
"2-s2.0-84867323568",0,101,"Pathways to a new effi ciency regime for organic solar cells"
"2-s2.0-84866516675",0,100,"Stable dyes containing double acceptors without COOH as anchors for highly efficient dye-sensitized solar cells"
"2-s2.0-84857893205",0,100,"Harnessing plasmonics for solar cells"
"2-s2.0-84857810097",0,99,"Colloidal quantum dot solar cells"
"2-s2.0-84865407696",0,99,"Vacuum-deposited small-molecule organic solar cells with high power conversion efficiencies by judicious molecular design and device optimization"
"2-s2.0-84865592791",0,99,"CoS acicular nanorod arrays for the counter electrode of an efficient dye-sensitized solar cell"
"2-s2.0-83455235315",0,98,"Density functional theory characterization and design of high-performance diarylamine-fluorene dyes with different π spacers for dye-sensitized solar cells"
"2-s2.0-84859986075",0,98,"A 3D star-shaped non-fullerene acceptor for solution-processed organic solar cells with a high open-circuit voltage of 1.18 v"
"2-s2.0-84861830193",0,98,"Effects of the molecular weight and the side-chain length on the photovoltaic performance of dithienosilole/thienopyrrolodione copolymers"
"2-s2.0-84862535731",0,97,"A novel D-A-π-A organic sensitizer containing a diketopyrrolopyrrole unit with a branched alkyl chain for highly efficient and stable dye-sensitized solar cells"
"2-s2.0-84863826367",0,95,"Correlation of π-conjugated oligomer structure with film morphology and organic solar cell performance"
"2-s2.0-84863324661",0,94,"Kesterite thin-film solar cells: Advances in materials modelling of Cu  ZnSnS"
"2-s2.0-84867652636",0,93,"Recent developments in redox electrolytes for dye-sensitized solar cells"
"2-s2.0-84861838944",0,93,"Compositional dependence of the open-circuit voltage in ternary blend bulk heterojunction solar cells based on two donor polymers"
"2-s2.0-84856083856",0,93,"Materials and growth issues for high-performance nonpolar and semipolar light-emitting devices"
"2-s2.0-84857737160",0,93,"Hole transport materials with low glass transition temperatures and high solubility for application in solid-state dye-sensitized solar cells"
"2-s2.0-84862530684",0,92,"On the morphology of polymer-based photovoltaics"
"2-s2.0-84862871077",0,91,"Know thy nano neighbor. Plasmonic versus electron charging effects of metal nanoparticles in dye-sensitized solar cells"
"2-s2.0-84858992747",0,90,"Enhanced photovoltaic performance with co-sensitization of porphyrin and an organic dye in dye-sensitized solar cells"
"2-s2.0-84863012443",0,90,"Perylene imides for organic photovoltaics: Yesterday, today, and tomorrow"
"2-s2.0-84855576342",0,89,"Degradation mechanisms in organic photovoltaic devices"
"2-s2.0-84860361165",0,89,"Detecting overlapping protein complexes in protein-protein interaction networks"
"2-s2.0-84861069595",0,88,"Broadband enhancement in thin-film amorphous silicon solar cells enabled by nucleated silver nanoparticles"
"2-s2.0-84859142126",0,88,"Parallel-like bulk heterojunction polymer solar cells"
"2-s2.0-84862908695",0,88,"Combination of molecular, morphological, and interfacial engineering to achieve highly efficient and stable plastic solar cells"
"2-s2.0-84863652839",0,88,"High-efficiency amorphous silicon solar cell on a periodic nanocone back reflector"
"2-s2.0-84864259959",0,87,"Overcoming efficiency challenges in organic solar cells: Rational development of conjugated polymers"
"2-s2.0-84871259515",0,87,"Influence of D/A ratio on photovoltaic performance of a highly efficient polymer solar cell system"
"2-s2.0-84055207567",0,87,"Optical and electrical effects of gold nanoparticles in the active layer of polymer solar cells"
"2-s2.0-84872279507",0,87,"Inverted polymer solar cells with reduced interface recombination"
"2-s2.0-84865043127",0,87,"Recent progress in the design of narrow bandgap conjugated polymers for high-efficiency organic solar cells"
"2-s2.0-84861845207",0,87,"Insights from transient optoelectronic analyses on the open-circuit voltage of organic solar cells"
"2-s2.0-84867385427",0,86,"Solar cell efficiency, self-assembly, and dipole-dipole interactions of isomorphic narrow-band-gap molecules"
"2-s2.0-84857570857",0,86,"Enhanced open-circuit voltage in high performance polymer/fullerene bulk-heterojunction solar cells by cathode modification with a C  surfactant"
"2-s2.0-84864249158",0,86,"Current losses at the front of silicon heterojunction solar cells"
"2-s2.0-84855780137",0,84,"Solar cell light trapping beyond the ray optic limit"
"2-s2.0-84863671603",0,84,"Influence of aggregation on the performance of all-polymer solar cells containing low-bandgap naphthalenediimide copolymers"
"2-s2.0-84861801436",0,83,"Electrostatically self-assembled nonconjugated polyelectrolytes as an ideal interfacial layer for inverted polymer solar cells"
"2-s2.0-84858984853",0,83,"How should you measure your excitonic solar cells?"
"2-s2.0-84872977958",0,83,"Metal oxides for interface engineering in polymer solar cells"
"2-s2.0-84855176276",0,82,"A non-toxic, solution-processed, earth abundant absorbing layer for thin-film solar cells"
"2-s2.0-84859715449",0,82,"Panchromatic photon-harvesting by hole-conducting materials in inorganic-organic heterojunction sensitized-solar cell through the formation of nanostructured electron channels"
"2-s2.0-84655175098",0,82,"Identifying influential nodes in complex networks"
"2-s2.0-84863292404",0,82,"Rectangular bunched rutile TiOnanorod arrays grown on carbon fiber for dye-sensitized solar cells"
"2-s2.0-84860377522",0,82,"Facile synthesis of Au@TiOcore-shell hollow spheres for dye-sensitized solar cells with remarkably improved efficiency"
"2-s2.0-84863115751",0,81,"Accurate control of multishelled ZnO hollow microspheres for dye-sensitized solar cells with high efficiency"
"2-s2.0-84864263170",0,81,"Highly efficient inverted type-I CdS/CdSe core/shell structure QD-sensitized solar cells"
"2-s2.0-84857424718",0,80,"Synthesis, characterization, and transistor and solar cell applications of a naphthobisthiadiazole-based semiconducting polymer"
"2-s2.0-84859604730",0,79,"A large-area light-weight dye-sensitized solar cell based on all titanium substrates with an efficiency of 6.69% outdoors"
"2-s2.0-84858977738",0,79,"Photonic light-trapping versus Lambertian limits in thin film silicon solar cells with 1D and 2D periodic patterns"
"2-s2.0-84864396226",0,78,"Efficient polymer solar cells based on a low bandgap semi-crystalline DPP polymer-PCBM blends"
"2-s2.0-84870361287",0,78,"A detrimental reaction at the molybdenum back contact in CuZnSn(S,Se)thin-film solar cells"
"2-s2.0-84870719825",0,78,"Past achievements and future challenges in the development of optically transparent electrodes"
"2-s2.0-84859562775",0,77,"Structures and properties of conjugated Donor-Acceptor copolymers for solar cell applications"
"2-s2.0-84864662305",0,77,"Platinum-free catalysts as counter electrodes in dye-sensitized solar cells"
"2-s2.0-84855393828",0,77,"Graphene-based composites"
"2-s2.0-84860209746",0,77,"Dye molecules for simple co-sensitization process: Fabrication of mixed-dye-sensitized solar cells"
"2-s2.0-84866351990",0,77,"Recent advances and future directions to optimize the performances of p-type dye-sensitized solar cells"
"2-s2.0-84858387274",0,77,"Charge formation, recombination, and sweep-out dynamics in organic solar cells"
"2-s2.0-84868681146",0,77,"In situ growth of a ZnO nanowire network within a TiO nanoparticle film for enhanced dye-sensitized solar cell performance"
"2-s2.0-84859328853",0,76,"Porphyrins for dye-sensitised solar cells: New insights into efficiency-determining electron transfer steps"
"2-s2.0-84864663966",0,76,"Control of an interfacial MoSelayer in CuZnSnSethin film solar cells: 8.9 power conversion efficiency with a TiN diffusion barrier"
"2-s2.0-84860504566",0,76,"Solution-processed metallic conducting polymer films as transparent electrode of optoelectronic devices"
"2-s2.0-84872474807",0,76,"Organic photovoltaics"
"2-s2.0-84870941443",0,75,"Novel solution processing of high-efficiency earth-abundant CuZnSn(S,Se)solar cells"
"2-s2.0-84862518920",0,75,"Constructing organic D-A-π-a-featured sensitizers with a quinoxaline unit for high-efficiency solar cells: The effect of an auxiliary acceptor on the absorption and the energy level alignment"
"2-s2.0-84856114242",0,75,"Highly conductive and transparent PEDOT:PSS films with a fluorosurfactant for stretchable and flexible transparent electrodes"
"2-s2.0-84866062686",0,75,"Thiophene-bridged double D-π-A dye for efficient dye-sensitized solar cell"
"2-s2.0-84855690006",0,75,"Competition between the charge transfer state and the singlet states of donor or acceptor limiting the efficiency in polymer: Fullerene solar cells"
"2-s2.0-84866839812",0,75,"Design strategies for organic semiconductors beyond the molecular formula"
"2-s2.0-84860817069",0,75,"Dye molecular structure device open-circuit voltage correlation in Ru(II) sensitizers with heteroleptic tridentate chelates for dye-sensitized solar cells"
"2-s2.0-84863229978",0,74,"Joint electrical, photophysical and computational studies on D-π-A dye sensitized solar cells: The impacts of dithiophene rigidification"
"2-s2.0-84858022174",0,74,"Rapid charge transport in dye-sensitized solar cells made from vertically aligned single-crystal rutile TiOnanowires"
"2-s2.0-84862281822",0,74,"Design of nanostructured solar cells using coupled optical and electrical modeling"
"2-s2.0-84865627416",0,74,"Solar cell generations over 40% efficiency"
"2-s2.0-84856465918",0,74,"Design of transparent anodes for resonant cavity enhanced light harvesting in organic solar cells"
"2-s2.0-84874695559",0,74,"Conjugated side-chain-isolated D-A copolymers based on benzo[1,2-b:4,5-b']dithiophene-alt-dithienylbenzotriazole: Synthesis and photovoltaic properties"
"2-s2.0-84856190062",0,74,"The application of highly doped single-layer graphene as the top electrodes of semitransparent organic solar cells"
"2-s2.0-84862083302",0,74,"Development of a selective chemical Etch to improve the conversion efficiency of Zn-rich Cu ZnSnS  solar cells"
"2-s2.0-84856764908",0,74,"Morphology of all-polymer solar cells"
"2-s2.0-84860347579",0,73,"Quantification of geminate and non-geminate recombination losses within a solution-processed small-molecule bulk heterojunction solar cell"
"2-s2.0-84855309374",0,73,"Influence of precursor sulfur content on film formation and compositional changes in CuZnSnSfilms and solar cells"
"2-s2.0-84868592669",0,73,"Bithiopheneimide-dithienosilole/dithienogermole copolymers for efficient solar cells: Information from structure-property-device performance correlations and comparison to thieno[3,4- c ]pyrrole-4,6-Dione analogues"
"2-s2.0-84859621582",0,73,"Application of two-dimensional conjugated benzo[1,2-b:4,5-b']dithiophene in quinoxaline-based photovoltaic polymers"
"2-s2.0-84863642157",0,72,"Analysis of the origin of open circuit voltage in dye solar cells"
"2-s2.0-84867282910",0,72,"Performance enhancement of the p3ht/pcbm solar cells through nir sensitization using a small-bandgap polymer"
"2-s2.0-84858683899",0,72,"Suppressing cascades of load in interdependent networks"
"2-s2.0-84255196314",0,72,"Communities, modules and large-scale structure in networks"
"2-s2.0-84863011764",0,71,"A non-fullerene small molecule as efficient electron acceptor in organic bulk heterojunction solar cells"
"2-s2.0-84857842210",0,71,"Thirty years of luminescent solar concentrator research: Solar energy for the built environment"
"2-s2.0-84863012621",0,71,"Investigating the role of grain boundaries in CZTS and CZTSSe thin film solar cells with scanning probe microscopy"
"2-s2.0-84859864086",0,71,"Silaindacenodithiophene-based low band gap polymers - The effect of fluorine substitution on device performances and film morphologies"
"2-s2.0-84863115994",0,71,"Effects of π-conjugated bridges on photovoltaic properties of donor-π-acceptor conjugated copolymers"
"2-s2.0-84860325177",0,71,"Hole and electron extraction layers based on graphene oxide derivatives for high-performance bulk heterojunction solar cells"
"2-s2.0-84861049696",0,70,"Efficient, large area ITO-and-PEDOT-free organic solar cell sub-modules"
"2-s2.0-84860367803",0,70,"CMOS process-compatible high-power low-leakage AlGaN/GaN MISHEMT on silicon"
"2-s2.0-84855323159",0,70,"19%-efficient and 43 μm-thick crystalline Si solar cell from layer transfer using porous silicon"
"2-s2.0-84863658758",0,70,"Significant improved performance of photovoltaic cells made from a partially fluorinated cyclopentadithiophene/benzothiadiazole conjugated polymer"
"2-s2.0-84861336487",0,69,"Recent progress and future aspects of organic solar cells"
"2-s2.0-82955233691",0,69,"Environmental and economic assessment of ITO-free electrodes for organic solar cells"
"2-s2.0-84855780459",0,69,"An unconventional route to high-efficiency dye-sensitized solar cells via embedding graphitic thin films into TiO  nanoparticle photoanode"
"2-s2.0-84858162401",0,69,"Multiscale transparent electrode architecture for efficient light management and carrier collection in solar cells"
"2-s2.0-84862825876",0,68,"Effective passivation of AlGaN/GaN HEMTs by ALD-grown AlN thin film"
"2-s2.0-84870858449",0,68,"High performance polymeric charge recombination layer for organic tandem solar cells"
"2-s2.0-84858171043",0,67,"Molecular packing and solar cell performance in blends of polymers with a bisadduct fullerene"
"2-s2.0-84872824385",0,67,"Open-circuit voltage in organic solar cells"
"2-s2.0-84865973339",0,67,"Enhanced performance of CdS/CdSe quantum dot cosensitized solar cells via homogeneous distribution of quantum dots in TiOfilm"
"2-s2.0-84870319571",0,67,"Cobalt electrolyte/dye interactions in dye-sensitized solar cells: A combined computational and experimental study"
"2-s2.0-84865769134",0,67,"Multiple functionalities of polyfluorene grafted with metal ion-intercalated crown ether as an electron transport layer for bulk-heterojunction polymer solar cells: Optical interference, hole blocking, interfacial dipole, and electron conduction"
"2-s2.0-84862284815",0,66,"Efficient light trapping in inverted nanopyramid thin crystalline silicon membranes for solar cell applications"
"2-s2.0-84863709682",0,66,"Status and prospects of AlO-based surface passivation schemes for silicon solar cells"
"2-s2.0-84862174238",0,66,"Enhanced open circuit voltage and efficiency of donor-acceptor copolymer solar cells by using indene-C60 bisadduct"
"2-s2.0-84859438584",0,66,"Anthocyanins and betalains as light-harvesting pigments for dye-sensitized solar cells"
"2-s2.0-84859821534",0,66,"Recent advances in solar cells based on one-dimensional nanostructure arrays"
"2-s2.0-84855902782",0,66,"Hole transport and recombination in all-solid SbS-sensitized TiOsolar cells using CuSCN as hole transporter"
"2-s2.0-84870885778",0,66,"Molecular engineering of quinoxaline-based organic sensitizers for highly efficient and stable dye-sensitized solar cells"
"2-s2.0-84862908255",0,66,"A donor-acceptor-acceptor molecule for vacuum-processed organic solar cells with a power conversion efficiency of 6.4%"
"2-s2.0-84870678082",0,66,"Nanophotonic light trapping in solar cells"
"2-s2.0-84863177381",0,65,"Phenothiazine derivatives as organic sensitizers for highly efficient dye-sensitized solar cells"
"2-s2.0-84860289329",0,65,"Ultrathin and lightweight organic solar cells with high flexibility"
"2-s2.0-84865248896",0,65,"Novel nanostructures for next generation dye-sensitized solar cells"
"2-s2.0-84867309472",0,64,"Surface plasmon and scattering-enhanced low-bandgap polymer solar cell by a metal grating back electrode"
"2-s2.0-84855278839",0,64,"Novel ester-functionalized solid-state electrolyte for highly efficient all-solid-state dye-sensitized solar cells"
"2-s2.0-84862006440",0,64,"A solution-processed MoO  anode interlayer for use within organic photovoltaic devices"
"2-s2.0-84863958645",0,64,"The impact of molecular orientation on the photovoltaic properties of a phthalocyanine/fullerene heterojunction"
"2-s2.0-84861021871",0,63,"Intertwined aligned carbon nanotube fiber based dye-sensitized solar cells"
"2-s2.0-84860338759",0,63,"Bithiophene imide and benzodithiophene copolymers for efficient inverted polymer solar cells"
"2-s2.0-84861037897",0,62,"High-efficiency solid-state dye-sensitized solar cells based on TiO-coated ZnO nanowire arrays"
"2-s2.0-84868015567",0,62,"Efficient CdSe quantum dot-sensitized solar cells prepared by a postsynthesis assembly approach"
"2-s2.0-84863449762",0,62,"Controlling edge dynamics in complex networks"
"2-s2.0-84855911677",0,62,"Hybrid solar cells: Basic principles and the role of ligands"
"2-s2.0-84866342593",0,62,"Oxygen-induced doping of spiro-MeOTAD in solid-state dye-sensitized solar cells and its impact on device performance"
"2-s2.0-84867385324",0,61,"A new direction in dye-sensitized solar cells redox mediator development: In situ fine-tuning of the cobalt(II)/(III) redox potential through lewis base interactions"
"2-s2.0-82955213059",0,61,"Life cycle assessment of ITO-free flexible polymer solar cells prepared by roll-to-roll coating and printing"
"2-s2.0-84864218148",0,61,"CdSe-sensitized mesoscopic TiO 2 solar cells exhibiting >5% efficiency: Redundancy of CdS buffer layer"
"2-s2.0-84856139620",0,61,"Correlating the efficiency and nanomorphology of polymer blend solar cells utilizing resonant soft X-ray scattering"
"2-s2.0-84857549453",0,61,"Influence of the counter electrode on the photovoltaic performance of dye-sensitized solar cells using a disulfide/thiolate redox electrolyte"
"2-s2.0-84864555799",0,61,"Solution-processed inorganic bulk nano-heterojunctions and their application to solar cells"
"2-s2.0-84864716795",0,61,"Subnanometer Ga O  tunnelling layer by atomic layer deposition to achieve 1.1 v open-circuit potential in dye-sensitized solar cells"
"2-s2.0-84857787067",0,61,"A solution processable D-A-D molecule based on thiazolothiazole for high performance organic solar cells"
"2-s2.0-84856092126",0,61,"Efficiency enhanced hybrid solar cells using a blend of quantum dots and nanorods"
"2-s2.0-84859580195",0,60,"Design and characterization of alkoxy-wrapped push-pull porphyrins for dye-sensitized solar cells"
"2-s2.0-84863853729",0,60,"High efficiency dye-sensitized solar cells based on three-dimensional multilayered ZnO nanowire arrays with ""caterpillar-like"" structure"
"2-s2.0-84867696933",0,60,"Applications of light scattering in dye-sensitized solar cells"
"2-s2.0-84870307992",0,60,"Silver front electrode grids for ITO-free all printed polymer solar cells with embedded and raised topographies, prepared by thermal imprint, flexographic and inkjet roll-to-roll processes"
"2-s2.0-84867532609",0,60,"Dye regeneration kinetics in dye-sensitized solar cells"
"2-s2.0-84863124041",0,60,"Carbon nanotube/graphene nanocomposite as efficient counter electrodes in dye-sensitized solar cells"
"2-s2.0-84867638017",0,59,"Enhancement of low energy sunlight harvesting in dye-sensitized solar cells using plasmonic gold nanorods"
"2-s2.0-84861136846",0,59,"High-efficiency inverted polymer solar cells with transparent and work-function tunable MoO-Al composite film as cathode buffer layer"
"2-s2.0-82955232908",0,59,"Interlayer adhesion in roll-to-roll processed flexible inverted polymer solar cells"
"2-s2.0-84870941272",0,59,"Molecular engineering of cocktail co-sensitization for efficient panchromatic porphyrin-sensitized solar cells"
"2-s2.0-84866641963",0,59,"Cu 2ZnSnS 4 hierarchical microspheres as an effective counter electrode material for quantum dot sensitized solar cells"
"2-s2.0-84865169426",0,58,"Open-circuit voltage improvement of InAs/GaAs quantum-dot solar cells using reduced InAs coverage"
"2-s2.0-84872358594",0,58,"High fill factor polymer solar cells incorporating a low temperature solution processed WO hole extraction layer"
"2-s2.0-84858645084",0,58,"Flexible and platinum-free dye-sensitized solar cells with conducting-polymer-coated graphene counter electrodes"
"2-s2.0-84860386931",0,58,"Dye adsorption, desorption, and distribution in mesoporous TiO films, and its effects on recombination losses in dye sensitized solar cells"
"2-s2.0-84862663136",0,58,"Enhancing the performance of CZTSSe solar cells with Ge alloying"
"2-s2.0-84864221461",0,58,"Polymer/polymer blend solar cells improved by using high-molecular-weight fluorene-based copolymer as electron acceptor"
"2-s2.0-84856317904",0,58,"The mechanism of burn-in loss in a high efficiency polymer solar cell"
"2-s2.0-84870294571",0,58,"Buffer design to minimize current collapse in GaN/AlGaN HFETs"
"2-s2.0-84861142484",0,58,"Design of semiconducting indacenodithiophene polymers for high performance transistors and solar cells"
"2-s2.0-84864565484",0,57,"Broadband dye-sensitized upconversion of near-infrared light"
"2-s2.0-84867641082",0,57,"Highly conductive PEDOT:PSS electrode by simple film treatment with methanol for ITO-free polymer solar cells"
"2-s2.0-84861945121",0,57,"Cyclometalated ruthenium chromophores for the dye-sensitized solar cell"
"2-s2.0-84856501008",0,57,"Time-dependent degradation of AlGaN/GaN high electron mobility transistors under reverse bias"
"2-s2.0-84860199175",0,57,"Carboxyethynyl anchoring ligands: A means to improving the efficiency of phthalocyanine-sensitized solar cells"
"2-s2.0-84856189357",0,57,"From flat to nanostructured photovoltaics: Balance between thickness of the absorber and charge screening in sensitized solar cells"
"2-s2.0-84862269116",0,57,"Control of the active layer nanomorphology by using co-additives towards high-performance bulk heterojunction solar cells"
